night_commit_ratio,pr_lines_changed,pr_files_changed,review_gap_hours,review_depth_score,consecutive_ci_failures,ci_pass_rate_7d,deadline_24h_count,deadline_48h_count,open_ticket_count,commit_velocity_spike,cross_team_files_ratio,test_file_updated,hotfix_label_present,risk_label
0.0035,113,9,0.54,1.4924,1,1.0,0,0,4,0.9042,0.0267,0,0,0
0.7076,3889,58,23.38,0.0,11,0.1162,5,8,28,4.0662,0.9049,0,0,3
0.0128,300,2,2.85,2.2801,1,0.8745,1,1,6,1.1743,0.0539,1,0,0
0.7156,2439,79,47.28,0.0179,15,0.0766,3,10,26,6.0366,0.7564,0,0,3
0.4914,582,19,34.03,0.4575,3,0.7372,0,4,8,1.5642,0.1136,1,0,1
0.1613,541,12,3.2,1.0547,0,0.8345,0,1,11,1.0799,0.0821,0,0,1
0.6744,3199,44,52.94,0.0198,12,0.3588,5,4,17,4.371,0.483,0,1,3
0.5975,2132,25,12.6,1.4602,3,0.324,3,2,18,3.9443,0.3175,0,0,2
0.3312,457,8,2.73,1.3326,0,0.6984,2,3,8,1.918,0.6497,1,1,1
0.8267,3564,56,59.68,0.0,9,0.3954,5,10,21,5.5101,0.7816,0,1,3
0.6303,4507,80,87.39,0.0555,4,0.325,3,8,24,4.5947,0.7113,0,1,3
0.3889,4623,59,28.76,0.0,14,0.3006,7,8,26,3.3006,0.8646,0,1,3
0.4279,2104,33,82.67,0.0774,5,0.3432,1,2,9,1.5843,0.4088,0,0,2
0.1059,35,9,5.95,1.9299,1,0.8978,0,2,3,1.3471,0.0618,0,0,0
0.2787,156,1,0.5,2.0208,2,1.0,1,0,3,0.6015,0.3198,0,0,0
0.2092,428,6,5.39,1.5799,0,0.8145,2,3,5,1.6142,0.654,1,0,1
0.8569,2440,45,113.55,0.0,9,0.0,2,3,23,6.9007,1.0,0,1,3
0.69,4338,54,20.0,0.0,10,0.0999,4,7,31,5.9366,0.624,0,1,3
0.1823,278,20,17.37,1.8955,1,0.7523,1,3,8,2.3447,0.0,1,0,1
0.677,1361,39,117.42,0.0,7,0.303,2,7,30,6.6314,0.6754,0,1,3
0.2215,368,6,2.43,2.3998,0,1.0,1,2,3,1.858,0.0,1,0,0
0.597,2091,27,37.65,0.0,2,0.2487,2,4,18,2.7058,0.7319,0,1,2
0.1055,1424,17,105.61,0.5112,4,0.7109,4,4,19,3.8096,0.3887,0,0,2
0.2315,480,12,5.52,1.9646,3,0.6361,1,3,12,1.3627,0.0985,1,1,1
0.0413,281,2,25.76,1.9777,2,0.6923,0,0,1,1.0159,0.1158,1,0,0
0.0959,341,4,2.95,1.7974,1,0.6784,1,0,4,1.1203,0.342,1,0,0
0.394,480,16,60.0,1.3777,0,0.5341,0,4,9,2.1573,0.2636,1,0,1
0.4311,2086,34,26.09,0.8924,4,0.3614,1,6,11,1.6372,0.5626,1,0,2
0.5316,417,13,2.67,1.217,3,0.8771,2,3,9,2.1512,0.2373,1,1,1
0.929,2496,78,54.11,0.0347,10,0.1751,2,9,13,3.3141,0.8387,0,1,3
0.0437,388,9,1.31,2.6364,1,0.7626,0,2,3,1.2617,0.0946,0,0,0
0.0572,194,19,6.24,0.4425,3,0.9578,1,4,3,1.6899,0.072,1,0,1
0.4184,527,19,42.88,1.0448,4,0.3407,4,4,12,3.4203,0.4831,0,0,2
0.3776,1363,42,102.45,0.0,4,0.5516,3,4,17,2.4058,0.5216,0,0,2
0.2083,513,6,2.26,1.6886,0,0.5971,0,2,6,2.0893,0.4138,1,0,1
0.6805,1735,13,10.71,0.9707,4,0.4589,3,2,11,3.5814,0.4911,0,0,2
0.6091,700,44,33.91,0.7717,4,0.5637,4,3,14,2.7633,0.4028,0,0,2
0.2748,790,32,20.14,0.5739,4,0.4596,2,5,14,1.9564,0.5987,1,1,2
0.6061,3415,79,20.0,0.0,11,0.0,4,9,15,6.0241,0.4276,0,1,3
0.2477,639,18,6.0,1.3262,5,0.3531,2,3,13,2.1246,0.6024,0,1,2
0.102,217,9,1.2,2.2864,2,0.7741,0,0,4,0.5708,0.0656,1,0,0
0.4311,569,11,20.52,0.601,3,0.725,2,3,9,1.621,0.3855,1,1,1
0.2628,796,8,42.02,1.4918,0,0.7762,2,4,5,1.6536,0.1856,0,0,1
0.7168,4712,84,20.0,0.0948,5,0.2735,6,5,20,5.084,0.8353,0,1,3
0.7666,1271,52,116.36,0.0408,10,0.0895,7,4,27,5.9542,0.5076,0,1,3
0.311,371,1,2.56,2.1158,0,0.8134,1,2,3,1.25,0.0505,1,0,0
0.2553,1434,40,37.22,1.1967,7,0.7468,3,2,16,3.0339,0.602,1,0,2
0.5195,617,15,8.57,1.5886,0,0.7499,2,1,3,2.6112,0.2292,0,0,1
0.0838,143,9,1.86,1.526,1,0.771,1,0,1,1.4868,0.2552,1,0,0
0.1361,282,2,7.86,1.0581,2,0.9602,1,0,3,1.5163,0.1627,1,0,0
0.1812,638,10,60.0,1.5628,1,0.8437,1,2,12,1.6059,0.7028,1,0,1
0.876,3239,73,20.0,0.0593,6,0.297,5,8,20,6.7149,0.5164,0,1,3
0.0023,380,4,2.8,2.2025,0,0.9487,0,2,3,1.6772,0.0176,1,0,0
0.6458,4142,43,156.08,0.0623,10,0.1535,2,6,15,7.1152,0.6841,1,0,3
0.6133,2191,57,134.7,0.0335,10,0.0426,3,6,25,4.743,0.6914,0,1,3
0.9593,3598,31,121.01,0.0,5,0.0135,3,5,30,6.8585,0.711,0,1,3
0.7628,4860,44,20.0,0.0914,15,0.1101,3,4,17,4.7765,0.4666,0,1,3
0.0672,339,1,11.62,1.0393,1,0.8133,0,1,2,1.6289,0.2153,1,0,0
0.1785,554,21,14.11,2.017,0,0.7362,2,2,7,2.0875,0.175,0,1,1
0.4532,1097,30,7.72,0.1505,6,0.3252,2,4,7,3.2997,0.3063,0,1,2
0.1955,225,20,1.0,1.5097,1,0.7008,0,1,6,1.7468,0.1691,1,0,1
0.0,268,8,1.55,1.3792,2,0.8354,1,0,4,1.1492,0.0319,1,0,0
0.0027,776,8,5.24,0.7628,3,0.5137,1,4,10,1.5298,0.6938,0,0,1
0.6489,1790,38,47.47,0.6166,5,0.6191,1,4,17,3.3934,0.5099,0,0,2
0.5257,4644,46,48.92,0.0,13,0.4306,2,8,14,6.9763,0.9467,0,1,3
0.6774,2648,64,24.04,0.0,14,0.3631,3,9,18,5.9527,0.8026,0,1,3
0.2408,716,9,18.22,1.6494,0,0.6637,1,3,6,1.3605,0.1136,1,0,1
0.8945,4174,57,129.21,0.1,13,0.3188,4,4,15,6.2746,0.8938,0,1,3
0.7612,2795,31,20.0,0.0,11,0.0396,7,8,14,7.1825,0.691,0,1,3
0.0854,353,2,1.11,1.5344,0,0.8206,0,2,1,1.8188,0.0391,0,0,0
0.0,225,4,4.17,2.4715,2,0.9103,1,2,6,0.9619,0.1552,0,0,0
0.6934,2254,64,26.97,0.1642,15,0.3908,5,4,16,5.2746,0.7419,0,1,3
0.2605,88,2,7.38,1.3645,2,0.8661,1,2,3,0.8361,0.2043,1,0,0
0.6408,1181,34,20.32,1.1992,2,0.2792,2,3,15,1.633,0.5446,0,0,2
0.051,343,6,1.85,1.8658,2,0.9382,0,1,1,1.0975,0.4607,0,0,0
0.1266,246,4,1.21,2.3657,2,0.7956,1,0,2,0.489,0.1115,0,0,0
0.2103,799,17,1.82,1.8704,0,0.6649,0,2,7,1.8272,0.5683,1,0,1
0.5004,1734,38,9.86,1.0315,4,0.4465,2,4,16,2.2596,0.5127,1,0,2
0.509,3660,31,20.0,0.0079,13,0.2533,2,6,18,4.1509,0.7974,1,1,3
0.4479,2041,15,94.28,0.1543,5,0.4918,1,3,18,3.4357,0.4796,0,0,2
0.4246,125,9,1.26,2.1618,0,0.9996,1,1,5,1.6476,0.365,1,0,0
0.3682,1714,15,27.75,0.9299,3,0.509,1,6,13,2.5873,0.5847,0,0,2
0.6555,1255,24,101.68,1.1172,4,0.6468,1,2,7,2.8364,0.2883,0,0,2
0.0914,12,1,1.0,1.6044,1,0.7449,1,0,3,1.1406,0.2068,1,0,0
0.0808,36,9,3.37,1.6839,1,0.9297,0,1,5,0.8014,0.2877,1,0,0
0.2557,565,16,26.04,0.5876,0,0.8255,0,2,3,2.1592,0.4219,1,0,1
0.7599,3687,33,27.33,0.0,5,0.1162,7,8,20,3.4459,0.8857,0,1,3
0.2129,267,8,9.65,2.1237,0,0.7389,1,1,6,0.6439,0.0128,1,0,0
0.3874,309,4,2.15,2.4061,0,0.8777,1,0,4,1.4791,0.1012,1,0,0
0.0,328,6,1.32,2.4238,0,0.7373,0,1,5,1.1437,0.1626,1,0,0
0.5746,154,11,5.92,0.9922,1,0.6428,1,3,5,1.305,0.0102,0,1,1
0.1807,797,14,8.65,1.5147,0,1.0,2,2,10,0.9072,0.0433,1,0,1
0.3241,1555,15,12.49,1.3056,6,0.7712,4,6,17,4.0169,0.7178,0,1,2
0.1066,297,3,0.5,1.1019,1,0.8878,1,1,3,1.4963,0.3286,1,0,0
0.5274,380,21,1.0,1.4101,3,0.8906,2,1,12,1.6471,0.6555,1,1,1
0.3101,518,21,30.75,1.1616,2,0.7361,0,4,10,1.7752,0.4084,1,0,1
0.3128,554,20,81.61,0.6713,4,0.4926,4,3,17,1.9123,0.1634,1,0,2
0.0793,171,7,2.13,1.9537,2,0.7731,1,2,6,0.9184,0.128,1,0,0
0.7412,3025,51,26.85,0.2016,4,0.2874,3,6,31,6.8298,0.299,0,1,3
0.8438,1151,36,110.0,0.0393,7,0.3796,2,6,16,2.8477,0.7187,0,0,2
0.3306,1628,19,6.32,1.3404,7,0.4009,1,2,8,3.6448,0.7799,1,1,2
0.3458,189,21,5.39,0.8519,2,0.7711,0,4,8,3.0236,0.2978,1,1,1
0.2694,776,18,6.4,1.0115,0,0.561,1,4,5,1.4661,0.5234,0,0,1
0.1724,2168,31,90.27,1.2166,5,0.5799,2,6,8,3.8132,0.4301,0,0,2
0.0,288,3,0.57,2.14,2,0.8374,0,1,5,0.5049,0.0711,1,0,0
0.3946,1397,24,6.0,0.9262,2,0.3161,1,6,14,2.6441,0.7111,0,1,2
1.0,1873,74,58.63,0.0,6,0.1676,2,5,23,3.7957,1.0,0,1,3
0.3073,689,11,1.48,1.6858,2,0.5407,0,1,8,1.1822,0.3362,0,0,1
0.2806,659,11,39.26,1.494,0,0.6198,2,1,6,0.8318,0.028,1,1,1
0.4038,2039,37,29.08,1.2041,7,0.5939,2,6,9,2.2072,0.3788,0,0,2
0.4035,463,16,1.72,0.5256,3,0.6304,1,1,6,1.529,0.5237,1,0,1
0.7473,2397,34,49.22,0.0,8,0.1202,3,6,18,6.9887,0.7656,0,1,3
0.3587,2047,25,13.48,0.7793,5,0.6986,1,5,14,3.3144,0.158,0,0,2
0.2138,713,11,8.96,2.05,1,0.8031,1,1,5,2.3066,0.2584,0,0,1
0.8257,4530,38,20.0,0.0099,5,0.3482,6,6,21,2.9528,0.7805,0,1,3
0.5053,412,4,48.27,1.4879,3,0.9459,1,2,10,1.8017,0.3651,0,0,1
0.5876,3666,52,59.47,0.0,7,0.3518,6,8,28,7.3675,0.6222,0,1,3
0.133,122,6,2.74,2.5869,0,0.9029,0,2,2,0.4677,0.1115,0,0,0
0.4127,522,21,20.93,0.496,1,0.9768,1,1,7,1.8311,0.5401,0,0,1
0.2609,175,7,3.18,1.472,2,0.6133,0,0,3,1.3616,0.1751,1,0,0
0.0955,279,1,4.53,2.2037,1,0.9055,1,1,2,1.599,0.0,0,0,0
0.693,1039,22,110.0,1.5823,6,0.6123,1,3,12,1.9331,0.1855,0,1,2
0.6602,4310,67,20.0,0.0,4,0.3216,3,3,17,7.4956,0.8602,0,1,3
0.8406,4184,53,20.0,0.0,14,0.1484,3,7,18,6.8629,0.8456,0,1,3
0.4305,1889,29,26.45,0.0,5,0.4068,2,5,14,3.4105,0.2471,0,0,2
0.4342,479,7,57.71,1.6327,3,0.7218,1,4,7,1.4581,0.2902,0,0,1
0.0583,186,9,3.41,1.5919,0,0.9256,0,0,3,0.9441,0.1367,1,0,0
0.0,101,1,4.9,1.0868,1,1.0,1,0,4,0.8053,0.4074,1,0,0
0.591,253,16,4.06,1.6438,1,0.6157,0,2,12,1.0695,0.2944,0,0,1
0.2176,1510,30,19.52,0.5973,3,0.4059,4,4,17,2.4908,0.5613,0,0,2
0.1848,364,1,1.61,1.7325,2,1.0,1,0,1,1.2297,0.083,1,0,0
0.0,155,7,6.58,1.1064,0,0.7926,0,2,3,0.8557,0.0149,0,0,0
0.0551,200,9,11.73,2.1253,0,0.8098,1,1,1,1.6857,0.3749,1,0,0
0.1841,362,1,6.86,1.275,1,0.9979,0,2,5,1.2119,0.1273,1,0,0
0.2931,2999,53,20.0,0.0,5,0.2101,4,4,18,4.7836,0.7442,0,1,3
0.113,245,3,14.2,1.4622,2,0.7448,0,2,6,1.1009,0.0765,1,0,0
0.3705,418,11,11.41,2.1765,1,0.7241,2,4,11,2.2099,0.3193,0,0,1
0.6678,1776,36,47.53,0.0,8,0.2787,4,4,30,3.8909,0.7758,0,1,3
0.5224,3171,73,20.92,0.0452,8,0.1405,8,5,17,5.4806,0.7818,0,1,3
1.0,2298,34,20.0,0.0,4,0.1672,3,8,30,7.0923,0.6699,0,1,3
0.7477,4243,75,33.04,0.0902,9,0.0466,7,6,16,6.5452,0.898,0,1,3
0.1646,425,14,19.86,0.7715,1,0.8864,0,1,11,2.3321,0.1114,1,1,1
0.55,1453,23,63.44,1.4476,2,0.4897,4,3,18,2.8959,0.6414,0,1,2
0.4655,1961,24,37.8,1.3604,3,0.5492,1,2,10,3.0333,0.0591,0,0,2
0.4053,490,14,51.59,1.211,2,0.7867,0,1,5,1.709,0.4301,0,0,1
0.9617,1745,42,129.68,0.0,7,0.3637,6,7,23,3.8767,0.9781,1,1,3
0.0201,249,9,0.5,2.2992,2,0.8237,1,1,5,0.6509,0.2112,1,0,0
0.4914,192,8,39.0,1.8884,2,0.7269,0,2,5,2.5343,0.5868,0,0,1
0.9807,2695,76,56.88,0.0817,9,0.3821,2,5,27,6.3164,0.9673,0,1,3
0.5068,281,19,7.32,1.578,0,0.6263,0,1,5,1.9422,0.2332,0,0,1
0.2756,617,21,30.46,1.5132,0,0.7878,1,3,10,2.1429,0.1789,1,0,1
0.2157,426,15,31.09,0.3019,3,0.7829,0,2,8,2.4052,0.3164,1,0,1
0.0176,235,7,2.63,1.7507,2,1.0,1,1,2,0.9353,0.1259,1,0,0
0.8858,992,33,71.88,0.0,6,0.5252,2,5,13,2.793,0.5179,0,0,2
0.1586,242,1,10.28,1.2748,2,0.8294,0,0,4,1.3694,0.0,1,0,0
0.8028,3077,43,53.15,0.0,12,0.042,6,7,20,7.518,0.8599,0,1,3
0.8454,4302,65,20.0,0.0166,11,0.2123,6,6,28,4.7317,0.5889,0,1,3
0.3534,772,10,1.34,1.7235,3,0.6824,1,3,6,0.6679,0.261,0,0,1
0.8569,2165,57,90.43,0.0,5,0.3595,7,5,14,6.825,0.7727,0,1,3
0.1848,524,15,1.0,0.8408,0,0.6189,2,4,5,1.1366,0.0,0,0,1
0.4179,681,4,8.65,0.4828,1,0.704,1,1,3,2.331,0.038,0,1,1
0.3847,728,5,7.05,1.9391,3,0.6484,2,3,7,0.9202,0.2718,1,0,1
0.6299,3665,61,27.53,0.0676,5,0.0825,3,6,20,5.2864,1.0,0,1,3
0.379,643,7,12.47,1.4806,0,0.5922,1,1,6,1.6941,0.4881,1,0,1
0.0488,383,2,0.5,1.1736,0,1.0,0,0,2,1.3907,0.1773,0,0,0
0.0621,510,11,5.42,1.7937,2,0.6236,0,3,6,2.3278,0.4085,0,0,1
0.7335,2538,84,20.0,0.0,8,0.0657,2,5,22,5.5164,0.6749,0,1,3
0.2486,241,16,12.03,1.3858,0,0.9026,2,4,5,1.7204,0.4489,0,0,1
0.6458,2208,52,28.8,0.1049,14,0.1309,3,3,28,5.3224,1.0,0,1,3
0.0,339,3,0.5,1.1694,1,0.96,0,1,4,1.6238,0.356,0,0,0
0.9158,2917,63,86.57,0.0713,9,0.3393,6,5,20,3.1066,0.8303,0,1,3
0.3624,1880,43,12.6,1.1992,6,0.5778,3,6,11,2.1666,0.2297,0,1,2
0.0855,99,2,3.4,1.8312,1,0.7269,0,2,6,1.4764,0.0621,0,0,0
0.516,1100,39,6.0,0.9889,2,0.6622,1,5,14,2.3718,0.6366,0,0,2
0.188,431,19,13.44,0.8133,0,0.8956,0,2,6,2.0226,0.494,1,0,1
0.7598,553,11,1.34,0.7571,2,0.5529,2,2,11,1.418,0.2511,0,0,1
0.0,47,1,8.65,0.88,1,0.7741,1,0,5,1.2628,0.0863,1,0,0
0.1758,751,18,3.62,1.363,2,0.744,0,4,5,1.0521,0.257,0,1,1
0.7452,549,17,27.8,0.0,7,0.5774,3,6,17,2.0877,0.7002,0,1,2
0.4634,592,6,59.04,1.4048,2,0.9027,0,3,9,1.8076,0.7271,0,0,1
0.0382,237,9,11.65,2.1234,1,0.9539,0,0,3,0.4761,0.2348,1,0,0
0.2019,1596,24,9.22,0.0232,2,0.6739,1,4,7,2.5655,0.4316,0,0,2
0.3089,1453,37,50.65,0.6966,6,0.305,2,6,19,1.8901,0.7482,0,0,2
0.0,298,6,11.17,0.9632,2,0.931,0,1,6,0.6756,0.1573,0,0,0
0.3917,451,18,33.6,1.6055,2,0.7763,2,4,4,1.3048,0.2934,0,0,1
0.9583,2353,67,50.44,0.1256,8,0.3815,5,4,16,6.4492,0.5991,0,1,3
0.007,140,8,1.01,2.1896,1,1.0,1,2,2,1.2907,0.1241,1,0,0
0.1426,358,2,1.26,2.0746,2,0.6784,1,1,5,0.7159,0.0608,0,0,0
0.0798,988,30,9.87,0.8662,2,0.5406,3,3,15,3.3362,0.3214,1,0,2
0.2921,526,8,1.0,0.7388,2,0.8016,1,3,4,2.1944,0.1587,0,0,1
0.4332,859,40,12.78,0.8596,4,0.7077,1,3,16,3.5757,0.3669,0,0,2
0.0358,141,5,4.33,1.7872,2,1.0,1,1,4,0.5821,0.0,1,0,0
0.5686,1928,24,6.0,1.2097,4,0.566,4,4,8,3.7325,0.5397,0,1,2
0.682,311,7,13.0,1.2402,2,0.8404,1,2,12,1.2635,0.4985,0,0,1
0.1078,56,8,3.84,2.3782,0,0.9015,0,0,5,1.7324,0.0,1,0,0
0.0602,21,6,5.41,1.894,2,0.935,1,0,1,1.1023,0.0969,1,0,0
0.1395,112,4,0.5,2.2098,1,0.8428,0,0,4,1.125,0.2504,0,0,0
0.3856,207,20,1.74,1.6789,0,0.8687,2,4,4,1.266,0.2493,0,0,1
0.5892,359,17,30.92,1.3919,1,0.8337,2,2,12,0.8605,0.2372,1,0,1
0.075,555,14,21.03,2.0543,3,0.5937,1,1,6,0.7591,0.2797,1,0,1
0.0273,215,7,19.66,1.012,1,0.8604,0,2,2,1.4783,0.3056,1,0,0
0.8908,4778,83,41.49,0.0,13,0.2128,3,7,13,4.5624,0.7944,0,1,3
0.0,789,7,1.0,1.5086,3,0.779,1,4,10,2.1261,0.1956,0,0,1
0.0802,61,5,1.87,1.8167,1,0.8915,0,2,3,0.621,0.1083,1,0,0
0.7368,4227,48,60.35,0.0234,10,0.1863,3,8,17,4.2142,0.9366,0,0,3
0.0304,316,4,1.0,2.0368,2,0.924,2,2,5,1.9753,0.338,0,1,1
0.386,592,13,9.9,0.7715,2,0.4319,3,6,9,2.5315,0.2048,1,0,2
0.394,918,18,8.89,1.3573,4,0.7229,2,5,16,2.9992,0.3371,0,0,2
0.1692,1218,26,15.18,1.5563,6,0.6582,1,6,10,3.5524,0.5311,0,0,2
0.0,186,7,11.95,1.8295,0,0.8964,0,0,3,0.7754,0.0555,1,0,0
0.0,107,7,3.22,2.1133,2,0.8753,1,1,6,0.3704,0.2344,1,0,0
0.3867,259,17,1.0,0.7031,1,0.6047,0,2,10,1.6503,0.5368,0,0,1
0.1807,201,15,5.17,1.9842,3,0.7669,2,2,7,1.2488,0.3122,0,1,1
0.8364,2905,84,20.0,0.0,12,0.229,4,9,22,4.8076,1.0,0,1,3
0.4858,247,14,14.13,1.5959,0,0.6405,0,3,9,1.3643,0.1179,0,0,1
0.7988,1725,51,42.08,0.0,13,0.4236,2,9,13,3.2995,0.7357,0,1,3
0.0698,323,1,1.07,2.5626,2,0.8885,1,1,2,1.5284,0.2764,1,0,0
0.4379,806,31,58.24,0.7893,4,0.3791,2,5,8,1.7271,0.3798,1,0,2
0.4937,4493,82,79.77,0.0073,10,0.0667,8,7,20,6.5571,0.8451,0,1,3
0.713,2617,56,77.73,0.0954,8,0.1455,6,7,22,7.5585,0.6843,0,0,3
0.1709,301,5,1.0,1.8173,0,0.7646,2,4,12,1.2401,0.2299,0,0,1
0.4112,631,21,12.06,0.0,5,0.6334,2,5,15,3.0091,0.8974,1,1,2
0.1031,535,12,3.61,1.6379,3,0.5065,0,1,8,1.507,0.4898,0,1,1
0.0513,154,5,15.24,1.1724,1,0.9357,1,0,4,1.5023,0.1486,1,0,0
0.0045,263,4,6.91,1.1451,1,0.9882,1,0,6,1.6966,0.1979,1,0,0
0.0,217,6,21.19,0.8376,1,0.8908,0,1,4,1.1166,0.1874,1,0,0
0.0381,366,3,5.35,0.8091,1,1.0,1,1,5,1.919,0.0559,0,0,0
0.2521,212,19,22.82,1.7149,1,0.6709,2,3,8,1.9144,0.2596,0,0,1
0.8351,4371,65,20.23,0.0775,5,0.1443,7,3,24,4.1876,0.9828,0,1,3
0.0228,366,8,1.07,1.8782,1,0.8464,0,2,6,1.455,0.6097,1,0,0
0.0635,18,6,15.55,1.3265,1,0.9133,1,0,6,0.7182,0.0264,0,0,0
0.7906,3038,70,20.0,0.0,4,0.0782,6,7,14,7.072,0.7052,0,1,3
0.8263,1668,46,20.0,0.0174,4,0.2805,7,8,24,7.3135,0.9471,0,1,3
0.8201,1626,79,37.12,0.0,9,0.1095,7,6,24,3.4779,0.8671,0,1,3
0.2887,458,13,1.0,1.4577,1,0.7281,2,4,3,1.6383,0.468,0,0,1
0.1568,786,14,13.12,1.3493,1,0.626,1,2,11,2.3167,0.5807,1,0,1
0.1897,365,7,2.66,2.2614,1,0.7575,0,1,4,1.4554,0.0155,1,0,0
0.3345,448,21,12.6,1.3741,2,0.7318,0,2,5,2.2743,0.4397,0,0,1
0.0618,391,4,15.97,2.512,0,0.7851,0,0,3,1.059,0.1986,0,0,0
0.6569,3568,84,20.0,0.0,4,0.3463,7,6,15,4.3301,0.8683,0,1,3
0.9041,1820,66,20.37,0.1452,4,0.1903,3,3,24,3.8025,0.6994,0,1,3
0.6861,1911,77,27.83,0.0,15,0.3145,2,6,19,3.2248,0.5484,0,1,3
0.3855,4676,38,74.28,0.1,13,0.3373,3,10,31,3.8755,0.4241,0,0,3
0.3484,241,14,11.51,1.8676,2,0.5837,1,2,10,0.9703,0.3754,0,0,1
0.7181,2261,47,97.43,0.0189,5,0.21,6,9,13,3.6487,0.8536,0,1,3
0.0,286,5,8.99,2.1008,0,1.0,1,2,3,0.5864,0.0,1,1,0
0.2244,246,9,3.52,1.5134,2,0.7638,0,0,6,1.849,0.045,0,0,0
0.8083,992,37,110.0,1.2812,6,0.6307,2,6,14,2.3971,0.4046,0,0,2
0.6095,1642,42,38.74,0.8322,3,0.5654,4,2,16,2.3688,0.4134,1,0,2
0.6216,1026,35,57.51,1.4528,3,0.6477,4,6,7,3.0507,0.2821,0,0,2
0.2085,214,1,2.35,2.1079,0,0.9716,0,2,2,1.1172,0.0807,1,0,0
0.372,1281,18,19.63,1.0632,3,0.5839,4,3,15,2.5351,0.4452,0,0,2
0.1278,39,4,7.27,2.2581,2,0.8671,1,0,6,1.6348,0.0859,1,0,0
0.2544,452,11,10.42,1.2426,1,0.8087,2,2,8,1.0406,0.0848,1,1,1
0.7543,2141,41,22.26,1.4215,2,0.6781,3,2,14,3.8883,0.2853,0,0,2
0.0285,378,8,24.51,1.1541,0,0.9698,1,2,5,1.0717,0.1791,0,0,0
0.1222,957,13,6.0,0.5585,4,0.5469,3,6,7,2.5439,0.3808,1,1,2
0.1289,740,21,18.33,1.3444,2,0.6529,2,4,3,1.9751,0.3398,1,0,1
0.1074,560,15,2.73,1.7227,2,0.5473,1,4,7,1.9676,0.5775,0,1,1
0.3347,261,18,1.0,1.4773,0,0.8894,0,4,10,1.8573,0.2654,1,0,1
0.493,705,12,13.86,0.4623,2,0.6963,1,3,10,1.9982,0.361,1,0,1
0.1688,755,5,12.69,1.9481,2,0.6815,0,2,8,1.4153,0.2123,0,0,1
0.305,783,15,2.92,1.1066,0,0.8601,0,2,10,2.3342,0.2462,1,1,1
0.6489,1432,42,26.86,0.0,8,0.1262,4,4,14,5.5485,0.5835,0,1,3
0.1525,146,9,4.31,2.0252,1,0.9855,0,1,4,1.203,0.0942,1,0,0
0.1936,158,18,9.23,2.0372,2,0.8937,2,3,5,1.6948,0.1598,0,1,1
0.1441,65,4,8.04,2.166,1,0.9151,0,2,2,0.6313,0.0,1,0,0
0.4773,338,12,6.2,1.0296,3,0.652,2,3,6,1.979,0.0608,1,0,1
0.1252,653,20,17.45,0.8377,2,0.6835,0,3,11,2.3914,0.3293,1,0,1
0.6683,3585,81,31.75,0.0733,11,0.24,5,10,19,5.511,0.5759,0,1,3
0.3048,533,19,13.82,1.7951,0,0.8874,1,1,7,1.8351,0.0805,1,0,1
0.2374,628,16,15.51,2.0917,3,0.8946,0,3,10,2.0487,0.5099,0,0,1
0.392,1433,19,13.46,0.0287,2,0.6726,1,4,15,3.5906,0.5705,0,0,2
0.051,40,3,4.05,1.0216,1,0.8706,0,0,4,1.5143,0.0514,0,0,0
0.6021,2957,60,144.35,0.0,13,0.2775,5,10,28,5.0897,0.8507,0,1,3
0.2598,791,16,6.62,0.7717,3,0.6832,0,2,5,2.0049,0.1681,1,0,1
0.2562,577,7,24.14,2.1367,0,0.8978,1,2,6,1.1764,0.0408,1,0,1
0.3897,363,8,5.44,2.2228,2,1.0,1,1,1,1.2052,0.1993,1,0,0
0.3928,577,11,11.72,1.7529,3,0.7323,0,3,8,1.3996,0.3457,1,0,1
0.5594,419,17,32.64,0.6272,3,0.8258,0,2,8,1.3518,0.0971,1,0,1
0.6671,1259,14,10.59,1.5975,5,0.2998,2,5,8,2.912,0.4729,1,0,2
0.5317,1162,39,18.18,0.0725,4,0.4006,1,6,8,2.3523,0.3433,0,0,2
0.1126,408,21,5.26,1.6489,0,0.6776,2,4,7,1.8856,0.1217,1,0,1
0.0,389,1,0.82,1.7791,0,0.9024,0,1,6,0.9422,0.2393,1,0,0
0.9163,2352,79,137.73,0.0158,15,0.1577,8,8,28,5.7496,0.8133,0,1,3
0.2536,498,12,18.29,1.7481,1,0.6667,0,1,3,1.1317,0.0816,0,0,1
0.1964,287,3,0.5,1.6045,1,0.7428,1,2,1,1.4957,0.0629,1,0,0
0.7796,3427,57,20.0,0.0256,5,0.149,8,7,22,5.6906,0.7323,0,1,3
0.1893,118,6,0.72,2.0415,0,0.8063,0,0,5,1.7938,0.2186,1,0,0
0.0493,788,23,99.97,1.2999,2,0.4727,3,3,7,2.4983,0.5548,0,1,2
0.218,621,6,19.42,1.6841,2,0.7126,1,4,5,1.5722,0.1314,0,0,1
0.0839,326,13,1.0,1.8701,1,0.9223,2,3,7,1.6706,0.142,0,0,1
0.7912,1425,51,20.0,0.0,13,0.2245,2,4,14,4.4653,0.7641,0,0,3
0.5703,153,21,1.1,2.234,1,0.8601,0,1,12,1.5532,0.2978,0,0,1
0.226,672,19,11.69,2.0246,2,0.6985,0,3,11,1.064,0.3296,1,0,1
0.5758,443,15,1.41,1.9396,1,0.8612,2,3,10,1.2589,0.4103,1,1,1
0.4702,480,10,34.61,1.2062,3,0.6271,1,3,4,2.3733,0.3335,0,0,1
